,,Codigo,Nome,CNPJ
[PNRC11](https://fiibrasil.com/fundo/PNRC11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PNRC11.jpg)</span>",PNRC11,PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO,46.157.348/0001-98
[PORD11](https://fiibrasil.com/fundo/PORD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PORD11-POLO-RECEBIVEIS-IMOB-II.jpg)</span>",PORD11,POLO CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.156.502/0001-09
[PQAG11](https://fiibrasil.com/fundo/PQAG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PQAG11.jpg)</span>",PQAG11,PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,12.978.943/0001-72
[PQDP11](https://fiibrasil.com/fundo/PQDP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PQDP11.jpg)</span>",PQDP11,FUNDO DE INVESTIMENTO IMOBILIÁRIO PARQUE DOM PEDRO SHOPPING CENTER,10.869.155/0001-12
[PRSN11B](https://fiibrasil.com/fundo/PRSN11B),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PRSN11B.jpg)</span>",PRSN11B,PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO,14.056.001/0001-62
[PRSV11](https://fiibrasil.com/fundo/PRSV11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PRSV11.jpg)</span>",PRSV11,PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.281.322/0001-72
[PRZS11](https://fiibrasil.com/fundo/PRZS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PRZS11.jpg)</span>",PRZS11,PRAZO FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.258.790/0001-70
[PVBI11](https://fiibrasil.com/fundo/PVBI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/PVBI11-VBI-PRIME-PROPERTIES.jpg)</span>",PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI PRIME PROPERTIES,35.652.102/0001-76
[QAGR11](https://fiibrasil.com/fundo/QAGR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/QAGR11-QUASAR-AGRO.jpg)</span>",QAGR11,QUASAR AGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.754.734/0001-52
[QAMI11](https://fiibrasil.com/fundo/QAMI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/QAMI11.jpg)</span>",QAMI11,QUASAR CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.400.264/0001-29
[RBDS11](https://fiibrasil.com/fundo/RBDS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBDS11.jpg)</span>",RBDS11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.945.604/0001-27
[RBED11](https://fiibrasil.com/fundo/RBED11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBED11-RIO-BRAVO-RENDA-EDUCACIONAL.jpg)</span>",RBED11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL,13.873.457/0001-52
[RBFF11](https://fiibrasil.com/fundo/RBFF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBFF11-RIO-BRAVO-FUNDO-DE-FUNDOS.jpg)</span>",RBFF11,RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,17.329.029/0001-14
[RBHG11](https://fiibrasil.com/fundo/RBHG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBHG11.jpg)</span>",RBHG11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.647.758/0001-87
[RBHY11](https://fiibrasil.com/fundo/RBHY11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBHY11.jpg)</span>",RBHY11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO,37.899.479/0001-50
[RBIR11](https://fiibrasil.com/fundo/RBIR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBIR11.jpg)</span>",RBIR11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.161.410/0001-48
[RBLG11](https://fiibrasil.com/fundo/RBLG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBLG11.jpg)</span>",RBLG11,RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.652.227/0001-04
[RBOP11](https://fiibrasil.com/fundo/RBOP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBOP11.jpg)</span>",RBOP11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS,13.500.306/0001-59
[RBRD11](https://fiibrasil.com/fundo/RBRD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRD11-RB-CAPITAL-RENDA-II.jpg)</span>",RBRD11,RB CAPITAL RENDA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,09.006.914/0001-34
[RBRF11](https://fiibrasil.com/fundo/RBRF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRF11-RBR-ALPHA-MULTIESTRATEGIA-REAL-ESTATE.jpg)</span>",RBRF11,RBR ALPHA MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.529.279/0001-51
[RBRI11](https://fiibrasil.com/fundo/RBRI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRI11.jpg)</span>",RBRI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR DESENVOLVIMENTO III,32.441.656/0001-36
[RBRL11](https://fiibrasil.com/fundo/RBRL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRL11-RBR-LOG.jpg)</span>",RBRL11,RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.705.463/0001-33
[RBRM11](https://fiibrasil.com/fundo/RBRM11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRM11.jpg)</span>",RBRM11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR DESENVOLVIMENTO,26.314.437/0001-93
[RBRP11](https://fiibrasil.com/fundo/RBRP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRP11-RBR-PROPERTIES.jpg)</span>",RBRP11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR PROPERTIES,21.408.063/0001-51
[RBRR11](https://fiibrasil.com/fundo/RBRR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRR11-RBR-RENDIMENTO-HIGH-GRADE.jpg)</span>",RBRR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03
[RBRS11](https://fiibrasil.com/fundo/RBRS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRS11.jpg)</span>",RBRS11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA RESIDENCIAL,36.517.660/0001-91
[RBRX11](https://fiibrasil.com/fundo/RBRX11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRX11.jpg)</span>",RBRX11,RBR PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.088.458/0001-21
[RBRY11](https://fiibrasil.com/fundo/RBRY11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBRY11-RBR-CREDITO-IMOB-HIGH-YELD.jpg)</span>",RBRY11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO,30.166.700/0001-11
[RBTS11](https://fiibrasil.com/fundo/RBTS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBTS11.jpg)</span>",RBTS11,RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,29.299.737/0001-39
[RBVA11](https://fiibrasil.com/fundo/RBVA11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBVA11-RIO-BRAVO-RENDA-VAREJO.jpg)</span>",RBVA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,15.576.907/0001-70
[RBVO11](https://fiibrasil.com/fundo/RBVO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RBVO11.jpg)</span>",RBVO11,RIO BRAVO CRÉDITO IMOBILIÁRIO II FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.769.670/0001-44
[RCFA11](https://fiibrasil.com/fundo/RCFA11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RCFA11.jpg)</span>",RCFA11,GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.771.586/0001-44
[RCFF11](https://fiibrasil.com/fundo/RCFF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RCFF11.jpg)</span>",RCFF11,RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.689.670/0001-41
[RCKF11](https://fiibrasil.com/fundo/RCKF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RCKF11.jpg)</span>",RCKF11,ROCK FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.010.139/0001-29
[RCRB11](https://fiibrasil.com/fundo/RCRB11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RCRB11-RIO-BRAVO-RENDA-CORPORATIVA.jpg)</span>",RCRB11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA CORPORATIVA,03.683.056/0001-86
[RDPD11](https://fiibrasil.com/fundo/RDPD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RDPD11.jpg)</span>",RDPD11,BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO,23.120.027/0001-13
[RECR11](https://fiibrasil.com/fundo/RECR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RECR11-REC-RECEBIVEIS-IMOBILIARIOS.jpg)</span>",RECR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC RECEBÍVEIS IMOBILIÁRIOS,28.152.272/0001-26
[RECT11](https://fiibrasil.com/fundo/RECT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RECT11-REC-RENDA-IMOBILIARIA.jpg)</span>",RECT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC RENDA IMOBILIÁRIA,32.274.163/0001-59
[RECX11](https://fiibrasil.com/fundo/RECX11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RECX11.jpg)</span>",RECX11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC FUNDO DE FUNDOS,36.642.356/0001-76
[REIT11](https://fiibrasil.com/fundo/REIT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/REIT11.jpg)</span>",REIT11,SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.841.067/0001-99
[RELG11](https://fiibrasil.com/fundo/RELG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RELG11.jpg)</span>",RELG11,FUNDO DE INVESTIMENTO IMOBILIÁRIO REC LOGÍSTICA,37.112.770/0001-36
[REON11](https://fiibrasil.com/fundo/REON11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/REON11.jpg)</span>",REON11,RESIDENCIAIS ONE FUNDO DE INVESTIMENTO IMOBILIÁRIO,20.173.064/0001-00
[RFOF11](https://fiibrasil.com/fundo/RFOF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RFOF11.jpg)</span>",RFOF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FUNDO DE FUNDOS,34.027.774/0001-28
[RINV11](https://fiibrasil.com/fundo/RINV11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RINV11.jpg)</span>",RINV11,REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO,44.625.612/0001-45
[RMAI11](https://fiibrasil.com/fundo/RMAI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RMAI11.jpg)</span>",RMAI11,REAG MULTI ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.374.696/0001-19
[RNDP11](https://fiibrasil.com/fundo/RNDP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RNDP11.jpg)</span>",RNDP11,BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.394.563/0001-89
[RNGO11](https://fiibrasil.com/fundo/RNGO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RNGO11-RIO-NEGRO.jpg)</span>",RNGO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO NEGRO,15.006.286/0001-90
[ROOF11](https://fiibrasil.com/fundo/ROOF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/ROOF11.jpg)</span>",ROOF11,FUNDO DE INVESTIMENTO IMOBILIÁRIO ROOFTOP I,38.456.598/0001-09
[RPRI11](https://fiibrasil.com/fundo/RPRI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RPRI11.jpg)</span>",RPRI11,RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,42.502.842/0001-91
[RRCI11](https://fiibrasil.com/fundo/RRCI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RRCI11.jpg)</span>",RRCI11,RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.689.733/0001-60
[RSPD11](https://fiibrasil.com/fundo/RSPD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RSPD11.jpg)</span>",RSPD11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FUNDO DE INVESTIMENTO IMOBILIÁRIO,19.249.989/0001-08
[RVBI11](https://fiibrasil.com/fundo/RVBI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RVBI11-VBI-REITS-FOF.jpg)</span>",RVBI11,VBI REITS FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.507.457/0001-71
[RZAK11](https://fiibrasil.com/fundo/RZAK11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RZAK11-RIZA-AKIN-FII.jpg)</span>",RZAK11,RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.642.219/0001-31
[RZAT11](https://fiibrasil.com/fundo/RZAT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RZAT11.jpg)</span>",RZAT11,RIZA ARCTIUM REAL ESTATE FUNDO INVESTIMENTO IMOBILIÁRIO,28.267.696/0001-36
[RZDM11](https://fiibrasil.com/fundo/RZDM11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RZDM11.jpg)</span>",RZDM11,RIZA DOMUS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,45.742.247/0001-11
[RZTR11](https://fiibrasil.com/fundo/RZTR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/RZTR11-RIZA-TERRAX.jpg)</span>",RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,36.501.128/0001-86
[SACL11](https://fiibrasil.com/fundo/SACL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SACL11.jpg)</span>",SACL11,SÃO CARLOS RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.833.927/0001-90
[SADI11](https://fiibrasil.com/fundo/SADI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SADI11-SANTANDER-PAPEIS-IMOB-CDI.jpg)</span>",SADI11,SANTANDER PAPÉIS IMOBILIÁRIOS CDI FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.903.521/0001-45
[SAIC11B](https://fiibrasil.com/fundo/SAIC11B),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SAIC11B.jpg)</span>",SAIC11B,FUNDO DE INVESTIMENTO IMOBILIÁRIO SIA CORPORATE,17.311.079/0001-74
[SALI11](https://fiibrasil.com/fundo/SALI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SALI11.jpg)</span>",SALI11,VÊNUS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.669.535/0001-05
[SARE11](https://fiibrasil.com/fundo/SARE11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SARE11-SANTANDER-RENDA-DE-ALUGUEIS.jpg)</span>",SARE11,SANTANDER RENDA DE ALUGUÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.903.702/0001-71
[SBCL11](https://fiibrasil.com/fundo/SBCL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SBCL11.jpg)</span>",SBCL11,FRAM CAPITAL SBCLOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.471.719/0001-22
[SCPF11](https://fiibrasil.com/fundo/SCPF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SCPF11.jpg)</span>",SCPF11,SCP FUNDO DE INVESTIMENTO IMOBILIÁRIO,01.657.856/0001-05
[SDIL11](https://fiibrasil.com/fundo/SDIL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SDIL11-SDI-RIO-BRAVO-RENDA-LOGISTICA.jpg)</span>",SDIL11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SDI RIO BRAVO RENDA LOGÍSTICA,16.671.412/0001-93
[SEED11](https://fiibrasil.com/fundo/SEED11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SEED11.jpg)</span>",SEED11,HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.689.497/0001-81
[SEQR11](https://fiibrasil.com/fundo/SEQR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SEQR11.jpg)</span>",SEQR11,SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,09.517.273/0001-82
[SFND11](https://fiibrasil.com/fundo/SFND11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SFND11.jpg)</span>",SFND11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SÃO FERNANDO,09.350.920/0001-04
[SHDP11B](https://fiibrasil.com/fundo/SHDP11B),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SHDP11B.jpg)</span>",SHDP11B,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PARQUE D PEDRO,07.224.019/0001-60
[SHOP11](https://fiibrasil.com/fundo/SHOP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SHOP11.jpg)</span>",SHOP11,MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO,22.459.737/0001-00
[SHPH11](https://fiibrasil.com/fundo/SHPH11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SHPH11.jpg)</span>",SHPH11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENÓPOLIS,03.507.519/0001-59
[SHSO11](https://fiibrasil.com/fundo/SHSO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SHSO11.jpg)</span>",SHSO11,SH SPECIAL OPPS FUNDO DE INVESTIMENTO IMOBILIÁRIO,44.527.168/0001-25
[SIGR11](https://fiibrasil.com/fundo/SIGR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SIGR11.jpg)</span>",SIGR11,SIG CAPITAL RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.011.324/0001-40
[SJAU11](https://fiibrasil.com/fundo/SJAU11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SJAU11.jpg)</span>",SJAU11,SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,27.771.547/0001-47
[SNCI11](https://fiibrasil.com/fundo/SNCI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SNCI11-SUNO-RECEBIVEIS-IMOBILIARIOS.jpg)</span>",SNCI11,SUNO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.076.710/0001-82
[SNEL11](https://fiibrasil.com/fundo/SNEL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SNEL11.jpg)</span>",SNEL11,SUNO ENERGIAS LIMPAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.741.171/0001-84
[SNFF11](https://fiibrasil.com/fundo/SNFF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SNFF11-SUNO-FUNDO-DE-FUNDOS.jpg)</span>",SNFF11,SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,40.011.225/0001-68
[SNLG11](https://fiibrasil.com/fundo/SNLG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SNLG11.jpg)</span>",SNLG11,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.041.711/0001-29
[SOLR11](https://fiibrasil.com/fundo/SOLR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SOLR11.jpg)</span>",SOLR11,SOLARIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,22.169.671/0001-13
[SPAF11](https://fiibrasil.com/fundo/SPAF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPAF11.jpg)</span>",SPAF11,SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,18.311.024/0001-27
[SPDE11](https://fiibrasil.com/fundo/SPDE11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPDE11.jpg)</span>",SPDE11,WHG FINVEST SP REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.741.150/0001-69
[SPMO11](https://fiibrasil.com/fundo/SPMO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPMO11.jpg)</span>",SPMO11,SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.225.262/0001-79
[SPTW11](https://fiibrasil.com/fundo/SPTW11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPTW11-SP-DOWNTOWN.jpg)</span>",SPTW11,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.538.445/0001-05
[SPVJ11](https://fiibrasil.com/fundo/SPVJ11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPVJ11.jpg)</span>",SPVJ11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,27.538.422/0001-71
[SPXS11](https://fiibrasil.com/fundo/SPXS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SPXS11.jpg)</span>",SPXS11,FUNDO DE INVESTIMENTO IMOBILIÁRIO SPX SYN MULTIESTRATÉGIA,43.010.543/0001-00
[SRVD11](https://fiibrasil.com/fundo/SRVD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/SRVD11.jpg)</span>",SRVD11,SERRA VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.082.796/0001-41
[STRX11](https://fiibrasil.com/fundo/STRX11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/STRX11.jpg)</span>",STRX11,STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.044.355/0001-07
[TCIN11](https://fiibrasil.com/fundo/TCIN11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TCIN11.jpg)</span>",TCIN11,G5 CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.197.700/0001-30
[TCPF11](https://fiibrasil.com/fundo/TCPF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TCPF11.jpg)</span>",TCPF11,TREECORP REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.990.011/0001-50
[TELD11](https://fiibrasil.com/fundo/TELD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TELD11.jpg)</span>",TELD11,TELLUS DESENVOLVIMENTO LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.200.701/0001-11
[TELM11](https://fiibrasil.com/fundo/TELM11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TELM11.jpg)</span>",TELM11,TELLUS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,45.188.099/0001-35
[TEPP11](https://fiibrasil.com/fundo/TEPP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TEPP11-TELLUS-PROPERTIES.jpg)</span>",TEPP11,TELLUS PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.681.370/0001-25
[TGAR11](https://fiibrasil.com/fundo/TGAR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TGAR11-TG-ATIVO-REAL.jpg)</span>",TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,25.032.881/0001-53
